Job Title,Company,Salary,Experience,City,Benefits,Skills
DEV Nodejs- Fullstack,CÔNG TY TNHH GIẢI PHÁP CÔNG NGHỆ VIK SOLUTION,"Thanh Hóa
1 năm",Không yêu cầu,Khác,,"1 năm ki..., IT - Phần mềm"
Chuyên Viên Phân Tích Nghiệp Vụ (Sản Phẩm Kế Toán),CÔNG TY CỔ PHẦN MISA,"Hà Nội
2 năm",Không yêu cầu,Khác,,Tà...
Thực Tập Sinh Full Stack Developer,CÔNG TY CỔ PHẦN MELI,Thỏa thuận,Không yêu cầu,Khác,,"IT - Phầ..., IT - Phần mềm"
Product Owner,CÔNG TY TNHH AVADA GROUP,"Hà Nội
1 năm",Không yêu cầu,Khác,,IT - Phần m...
Chuyên Viên Triển Khai Phần Mềm,CLS VIỆT NAM - CÔNG TY TNHH DỊCH VỤ QUẢN LÝ HỆ THỐNG HỌC TẬP,"Hồ Chí Minh (mới) & Hà Nội
1 năm",Không yêu cầu,Khác,,IT - ...
Chuyên Viên Triển Khai Phần Mềm,HƯƠNG VIỆT GROUP,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"C..., B2G"
2D Artist (Senior),ABI GAME STUDIO,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Game, Concept Artist, Nghỉ thứ 7"
DevOps Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ AN NINH MẠNG QUỐC GIA VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Thực Tập Sinh Thiết Kế Đồ Họa (Designer),CÔNG TY TNHH PAMO,Thỏa thuận,Không yêu cầu,Khác,,Thiết kế...
Thực Tập Sinh Phần Mềm Nhúng MCU,CÔNG TY CP KỸ THUẬT TEMAS,Thỏa thuận,Không yêu cầu,Khác,,Điện / ...
"AI Engineering(LLM/Generative AI, Python, FastAPI)",CÔNG TY CỔ PHẦN 1OFFICE,"Hà Nội
2 năm",Không yêu cầu,Khác,,"AI Engineer, Nghỉ thứ 7, Đạ..."
LTV Frontend,CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHỆ TRUYỀN THÔNG NAM VIỆT,"Hà Nội
2 năm",Không yêu cầu,Khác,,Nghỉ ...
Chuyên Viên Phát Triển Ứng Dụng,"Pro
NGÂN HÀNG THƯƠNG MẠI CỔ PHẦN NAM Á (NAM A BANK)","Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Ngân hàn..., IT - Phần mềm"
Middle Java Developer,EDUPIA,"Hà Nội
2 năm",Không yêu cầu,Khác,,Đại Họ...
Nhân Viên Kinh Doanh Tiếng Hàn (Sale IT),CÔNG TY CỔ PHẦN CÔNG NGHỆ SOTATEK VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
Thực Tập Sinh PQA (Fulltime),NEWWAVE SOLUTIONS JSC,Thỏa thuận,Không yêu cầu,Khác,,Nghỉ thứ ...
Business Analyst Fresher,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,IT...
Graphic Designer,CÔNG TY TNHH GEM CRAFTORY AGENCY,"Hà Nội & Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Marketin...
Senior Graphic Designer,CÔNG TY CỔ PHẦN TIERRA,"Hồ Chí Minh (mới)
4 năm",Không yêu cầu,Khác,,May mặc ...
IT System & Network Maintenance Staff (CCNA),CÔNG TY TNHH POSCO DX VIỆT NAM,"Đồng Nai (mới)
1 năm",Không yêu cầu,Khác,,"Kỹ thuật IT, IT ..."
Chuyên Viên IT,CÔNG TY CỔ PHẦN ĐẦU TƯ IMG HUẾ,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,IT - ...
Chuyên Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN PICO RETAIL,"Hà Nội
2 năm",Không yêu cầu,Khác,,Bán lẻ -...
Frontend (Nghỉ T7-CN),CÔNG TY CỔ PHẦN CÔNG NGHỆ ONEVIETNAM,"Hà Nội
4 năm",Không yêu cầu,Khác,,
Graphic Designer Làm Việc Từ T2 - T6 Tại Thanh Xuân Lương Từ 10 - 18M,HAPAS VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,May mặc ...
.NET Developer,NTQ SOLUTION,"Hà Nội
5 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
AI Research Intern,"Pro
CÔNG TY CỔ PHẦN VÀNG BẠC ĐÁ QUÝ PHÚ NHUẬN - PNJ",Thỏa thuận,Không yêu cầu,Khác,,"An ninh mạng, AI Researcher"
Graphic Designer,BLUE SKY CORPORATION,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Thiết kế...
"Lead QC (Quality Control Lead) - Upto 70M, Job Now",CÔNG TY TNHH MONIVA VIETNAM,"Hồ Chí Minh (mới)
Trên 5 năm",Không yêu cầu,Khác,,IT - Phần...
"Middle Tester (Từ 4 Năm Kinh Nghiệm, Lương Thoả Thuận Theo Năng Lực)",CÔNG TY CỔ PHẦN ĐẦU TƯ CÔNG NGHỆ VÀ THƯƠNG MẠI SOFTDREAMS,"Hà Nội
4 năm",Không yêu cầu,Khác,,IT ...
Intern Tester,CÔNG TY TNHH GIẢI PHÁP PHẦN MỀM SUNSHINE,Thỏa thuận,Không yêu cầu,Khác,,"Kh..., Tuổi 20 - 25, Manual Tester, IT - Phần mềm"
"Chuyên Viên Kiểm Thử Phần Mềm (Manual Tester, Agile)",CÔNG TY CỔ PHẦN CÔNG NGHỆ UPBASE,"Hà Nội
3 năm",Không yêu cầu,Khác,,IT ...
Tester,CÔNG TY CỔ PHẦN PIONERO,"Hà Nội
2 năm",Không yêu cầu,Khác,,Ngh...
Thực Tập Sinh Business Analyst (BA),XPERC LTD,Thỏa thuận,Không yêu cầu,Khác,,IT...
Chuyên Viên Phân Tích Nghiệp Vụ Cao Cấp (Senior Business Analyst),CÔNG TY CP KIDS PLAZA,"Hồ Chí Minh (mới)
4 năm",Không yêu cầu,Khác,,Th...
Software Developer (Fulltime),CÔNG TY TNHH AI POWER,Thỏa thuận,Không yêu cầu,Khác,,"IT - Phầ..., IT - Phần mềm"
Business Analyst,"Pro
CÔNG TY CỔ PHẦN DỊCH VỤ CÔNG NGHỆ TIN HỌC HPT","Hà Nội
2 năm",Không yêu cầu,Khác,,IT...
Graphic Design,CÔNG TY TNHH MTV SOUL RETREATS,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Giáo dục...
Thực Tập Sinh Tester,CÔNG TY CỔ PHẦN PHÁT TRIỂN GIẢI PHÁP VÀ CÔNG NGHỆ THÔNG TIN VIỆT NAM,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Dướ...
DevOps Engineer(Kubernetes•Linux•Cloud•CI/CD),CÔNG TY CỔ PHẦN PI ASSOCIATES,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,
"Nhân Viên Quản Lý Thiết Bị - IT Support - Nam - Nghỉ T7&CN - Làm Việc Tại Long Bình, TP. HCM - Thu Nhập 9 - 12 Triệu",CÔNG TY TNHH GIẢI PHÁP TỐT - GFT,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,
Manual Tester - Nhân Viên Kiểm Thử,SONATGAME STUDIO,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Manual Tester, Nghỉ thứ 7"
"Automation Testing Engineer (Python, C++)",CÔNG TY CỔ PHẦN BẢN VIÊN,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Middle Software Engineer – Java/.NET & Frontend - 3 Năm Kinh Nghiệm - Làm Việc Tại Cần Thơ,CÔNG TY TNHH KỸ SƯ CÔNG NGHỆ CAO VN,"Cần Thơ (mới)
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Lập Trình Viên Java Tiếng Nhật,CÔNG TY CỔ PHẦN NAL VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Senior Java Developer – ERP Project,CÔNG TY TNHH ALPHAGENV,"Hồ Chí Minh (mới)
5 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Thực Tập Sinh Công Nghệ Thông Tin Fulltime - Có Lương,CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Khác,,"IT - Phần ..., IT - Phần mềm"
Java Back-End Developer,CÔNG TY CỔ PHẦN ALLIEX VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Thương mại..., IT - Phần mềm"
"Lập Trình Viên Backend Ruby, Node.Js Hoặc Python",CÔNG TY TNHH CÔNG NGHỆ AMCOLAB,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Senior QC Engineer (Manual) - Up To 30mil NET,CÔNG TY CỔ PHẦN QUỐC TẾ ANH VĂN HỘI VIỆT MỸ,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,"Manual Tester, IT - Phần mềm"
Tester Tiếng Nhật,CÔNG TY CỔ PHẦN VNEXT SOFTWARE,"Hà Nội
2 năm",Không yêu cầu,Khác,,Ngh...
Automation Tester,CÔNG TY CỔ PHẦN PHẦN MỀM ITSOL HOLDINGS,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT ...
Senior Data Analyst,CÔNG TY CỔ PHẦN DỊCH VỤ TỨC THỜI (AHAMOVE),"Hồ Chí Minh (mới)
4 năm",Không yêu cầu,Khác,,"4 năm..., Data Analyst, Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Phân Tích Nghiệp Vụ (Business Analyst),CÔNG TY CỔ PHẦN CÔNG NGHỆ TASC VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,IT...
Lập Trình Viên Java/Python Từ 4 Năm Kinh Nghiệm,CÔNG TY TNHH DIGITAL INNOVATION,"Hà Nội
4 năm",Không yêu cầu,Khác,,Cao Đẳ...
Kỹ Sư Phát Triển Phần Mềm (PHP-Vue.Js),TRUNG TÂM DỊCH VỤ DỮ LIỆU VÀ TRÍ TUỆ NHÂN TẠO VIETTEL - CHI NHÁNH TẬP ĐOÀN CÔNG NGHIỆP - VIỄN THÔNG QUÂN ĐỘI,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Lập Trình Viên - Frontend Developer (NextJS),SONATGAME STUDIO,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Nghỉ ..., Game, IT - Phần mềm"
Nhân Viên IT,CÔNG TY CỔ PHẦN TRUYỀN THÔNG VÀNG CHÂU Á,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"1 năm ki..., Nghỉ thứ 7"
Senior System Engineer (Linux),CÔNG TY CỔ PHẦN ĐẦU TƯ GLOBALTECH,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,
Python Developer (Django/FastAPI) Thu Nhập 35M,CÔNG TY CỔ PHẦN KINH DOANH CÔNG NGHỆ OPEN TECHIZ,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Techlead (ReactJs-NodeJs)AI Project-Hybrid Working,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ VEXERE,"Hồ Chí Minh (mới)
Trên 5 năm",Không yêu cầu,Khác,,"Trên 5 n..., IT - Phần mềm"
Lập Trình Viên Angular (Thu Nhập 15 - 20 Triệu),CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ CÔNG NGHỆ SOLID,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Unity Developer (Funtap Games),CÔNG TY CỔ PHẦN CÔNG NGHỆ TECHLAB,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Game, Game Developer, Nghỉ thứ 7"
Sales Admin - Chăm Sóc Khách Hàng Quốc Tế,CÔNG TY TNHH NHỰA AN ĐẠT,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,Cao...
Business Analyst ( Từ 3-5 Năm Kinh Nghiệm) Lương Upto 25 Triệu - Đi Làm Ngay,CÔNG TY CỔ PHẦN TECHASIANS,"Hà Nội
3 năm",Không yêu cầu,Khác,,IT...
SAP Project Manager,CÔNG TY CỔ PHẦN TƯ VẤN CÔNG NGHỆ NGS,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Nghỉ thứ 7
Senior QA Automation Engineer,TMA SOLUTIONS,"Hồ Chí Minh (mới)
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Fresher Ios Developer,CÔNG TY TNHH DKTECH GLOBAL,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Từ 20 tuổi..., IT - Phần mềm"
Chuyên Viên Kinh Doanh Mảng Công Nghệ B2B,BIZFLY MARTECH (CÔNG TY CỔ PHẦN VCCORP),"Hà Nội & Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Telesales, B2B, Có hỗ trợ..."
Android Developer,CÔNG TY CỔ PHẦN ALLIEX VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Thương mại ..., IT - Phần mềm"
Nhân Viên Kinh Doanh (Thu Nhập Trên 20tr/Tháng - Không Yêu Cầu Kinh Nghiệm),CÔNG TY TNHH CÔNG NGHỆ PHẦN MỀM NASANI,Thỏa thuận,Không yêu cầu,Khác,,"Telesa..., Direct Sales"
Chuyên Viên Kinh Doanh/ Sale B2B/ Sale Phần Mềm Lương Cứng Upto 20M,CÔNG TY CỔ PHẦN X-MEDIA,"Hà Nội
2 năm",Không yêu cầu,Khác,,"Telesales, Direct Sales"
Chuyên Viên Kinh Doanh CNTT,"Pro
CÔNG TY CỔ PHẦN ĐẦU TƯ THƯƠNG MẠI VÀ PHÁT TRIỂN CÔNG NGHỆ FSI","Hà Nội
1 năm",Không yêu cầu,Khác,,"1 năm..., Nghỉ thứ 7, B2B, B2G"
Lập Trình Viên IOS,EZTECH & CDT GAMES STUDIO,"Hà Nội
1 năm",Không yêu cầu,Khác,,"1..., Nghỉ thứ 7, IT - Phần mềm"
Chuyên Viên DESIGN,CÔNG TY TNHH TABCOM CARE,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Mỹ thuật...
Graphic Designer,CÔNG TY CỔ PHẦN ALC PHÚ QUÝ,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Thiết kế...
Nhân Viên IT Phần Mềm (Bộ Phận Xuất Nhập Khẩu),CÔNG TY TNHH MAY TINH LỢI,"Hải Phòng (mới)
1 năm",Không yêu cầu,Khác,,"Logis..., IT - Phần mềm"
Cộng Tác Viên Designer,BC AGENCY,"Hà Nội & Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,Marketin...
Automation Engineer Intern – Team Dev,CÔNG TY TNHH HƯNG PHÁT BẾN THÀNH,Thỏa thuận,Không yêu cầu,Khác,,"K..., Sản xuất, IT - Phần mềm"
Product Owner (Domain: Fintech),"Pro
VIETTEL DIGITAL","Hà Nội
2 năm",Không yêu cầu,Khác,,"IT Consultant, Nghỉ thứ 7"
Nhân Viên Kỹ Thuật IoT,CÔNG TY TNHH HIFARM,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Nông lâ...
Kỹ Sư Mạng,CÔNG TY TNHH MTV CHUYỂN PHÁT NHANH THUẬN PHONG - CN HÀ NỘI,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Đạ...
Project Manager,CÔNG TY CỔ PHẦN CÔNG NGHỆ AMELA VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Business Analyst,CÔNG TY CỔ PHẦN MPGROUP,"Hà Nội
2 năm",Không yêu cầu,Khác,,Tà...
Intern Tester (Tiếng Nhật),CÔNG TY CỔ PHẦN VNEXT SOFTWARE,Thỏa thuận,Không yêu cầu,Khác,,IT ...
AI Engineer,CÔNG TY TNHH TEENUP,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"AI Engineer, Nghỉ thứ 7, D..."
Lập Trình Viên (JAVA/DOTNET),CÔNG TY CỔ PHẦN GIẢI PHÁP CÔNG NGHỆ AMI VIỆT NAM,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Graphic Design,LIFESUP,"Hà Nội
1 năm",Không yêu cầu,Khác,,Marketin...
Nhân Viên Thiết Kế Đồ Họa (Graphic Designer),CÔNG TY CỔ PHẦN ZEGAL VIỆT NAM,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Tuổi 23 ...
FULL STACK DEVELOPER (M/F/D) - Full-Time,CÔNG TY TNHH TƯ VẤN VÀ PHÁT TRIỂN PHẦN MỀM DEVILINK,"Cao Bằng & 31 nơi khác
2 năm",Không yêu cầu,Khác,,"Nghỉ thứ..., IT - Phần mềm"
Nhân Viên Thiết Kế - Designer,CÔNG TY TNHH THƯƠNG MẠI TOKUYO,"Hà Nội
1 năm",Không yêu cầu,Khác,,Tuổi 20 ...
Nhân Viên IT,CÔNG TY TNHH THƯƠNG MẠI DỊCH VỤ DƯỢC PHẨM BÌNH PHÚ,"Đồng Nai (mới)
2 năm",Không yêu cầu,Khác,,Trung c...
AI Engineer (Healthcare AI Product),CÔNG TY CỔ PHẦN OMINEXT,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3 năm ..., AI Engineer, Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Quản Lý Dự Án,CÔNG TY CỔ PHẦN GIẢI PHÁP VÀ DỊCH VỤ TRUY XUẤT NGUỒN GỐC,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
Project Assistant - Non-Tech (ENG C1),CÔNG TY TNHH APPEN DATA TECHNOLOGY VIỆT NAM,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,Nghỉ thứ...
Thực Tập Sinh Design Full Time,CÔNG TY TNHH MỘT THÀNH VIÊN TRUYỀN THÔNG SỐ QUỐC TẾ IDM,Thỏa thuận,Không yêu cầu,Khác,,Marketin...
Senior Software Engineer,"Pro
VIETTEL IDC","Hà Nội
5 năm",Không yêu cầu,Khác,,"5 năm kin..., IT - Phần mềm"
Kỹ Sư Lập Trình Web Application Trên Cloud,CÔNG TY TNHH ĐẦU TƯ & PHÁT TRIỂN NAM TRIỀU,"Hà Nội
2 năm",Không yêu cầu,Khác,,
"KỸ SƯ DỰ ÁN(Intern Full-Time, Fresher Are Welcome)",CÔNG TY TNHH NETMARKS VIỆT NAM,Thỏa thuận,Không yêu cầu,Khác,,
On-Job-Training ERP Technical Consultant,"Pro
FPT SOFTWARE",Thỏa thuận,Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Intern Game Designer,WINTER WOLF - IEC GAMES,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,"Game, Game Design, IT - Phần mềm"
Nhân Viên Thiết Kế (Graphic Designer),CÔNG TY CỔ PHẦN TẬP ĐOÀN XÂY DỰNG HÒA BÌNH (HBC),"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Mỹ thuật...
Backend Developer (Javascript & Python),CÔNG TY TNHH RELIPA,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ..., IT - Phần mềm"
Network Security Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ NEXGEN VN,"Hà Nội
1 năm",Không yêu cầu,Khác,,
Flutter Developer,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,"Hà Nội
3 năm",Không yêu cầu,Khác,,"Nghỉ thứ ..., IT - Phần mềm"
IT Comtor,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,"Hà Nội
2 năm",Không yêu cầu,Khác,,"IT Comtor, Tiếng Nh..., Nghỉ thứ 7, IT - Phần mềm"
DevOps Engineer,CÔNG TY CỔ PHẦN CÔNG NGHỆ PHẦN MỀM TINH VÂN,"Hà Nội
3 năm",Không yêu cầu,Khác,,"3 ..., Nghỉ thứ 7, IT - Phần mềm"
Thực Tập Sinh Design,CÔNG TY CỔ PHẦN THANH TÂN THỪA THIÊN HUẾ,Thỏa thuận,Không yêu cầu,Khác,,Marketin...
Product Owner/Product Manager (Robot AI_Edtech),"STEP UP EDUCATION.,JSC","Hà Nội
2 năm",Không yêu cầu,Khác,,Giáo dục / ...
Devops,CÔNG TY CỔ PHẦN TINASOFT VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, Tu..., IT - Phần mềm"
Nhân Viên Graphic Design,CÔNG TY TNHH CÔNG NGHỆ EMPOS,"Hồ Chí Minh (mới) & 5 nơi khác
3 năm",Không yêu cầu,Khác,,IT - Phầ...
Manual Tester Intern (Thực Tập Sinh Kiểm Thử Phần Mềm),"Pro
FPT IS",Thỏa thuận,Không yêu cầu,Khác,,IT ...
Nhân Viên Lập Trình Frontend,CÔNG TY TNHH CÔNG NGHỆ - THIẾT BỊ - GIÁO DỤC SONG PHƯƠNG,"Cần Thơ (mới)
Dưới 1 năm",Không yêu cầu,Khác,,"Dưới 1 năm..., Tuổi 22 - 30"
Quản Lý Dự Án IT (IT Project Manager),VIỆN NGHIÊN CỨU VÀ PHÁT TRIỂN SẢN PHẨM THIÊN NHIÊN,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm kin..., IT - Phần mềm"
"Automation Engineer - Google App Script, N8n",CÔNG TY TNHH HƯNG PHÁT BẾN THÀNH,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,IT - Phần mềm
On Job Training AI,"Pro
FPT SOFTWARE",Thỏa thuận,Không yêu cầu,Khác,,"AI Engineer, Nghỉ thứ 7"
Game Designer Intern,JOYBIT,Thỏa thuận,Không yêu cầu,Khác,,"Game, Nghỉ thứ 7, Game Design"
AI And Automation Intern,CÔNG TY TNHH DIGI-TEXX,Thỏa thuận,Không yêu cầu,Khác,,"Tiến..., Nghỉ thứ 7, AI Researcher, IT - Phần mềm"
On Job Training Dynamics 365 Consultant,FPT SOFTWARE,Thỏa thuận,Không yêu cầu,Khác,,"Kế toán, IT Consultant, Kiểm toán, K..., Nghỉ thứ 7"
Devops Engineer/ SysOps Engineer,"Pro
CÔNG TY CỔ PHẦN HẠ TẦNG VIỄN THÔNG CMC TELECOM","Hà Nội
2 năm",Không yêu cầu,Khác,,"Viễn thông, Nghỉ thứ 7, Tiếng..."
Nhân Viên Thiết Kế Đồ Họa,CÔNG TY CỔ PHẦN PCS LOGISTICS,Thỏa thuận,Không yêu cầu,Khác,,Marketin...
Thực Tập Sinh Thiết Kế Hình Ảnh,CÔNG TY TNHH DCORP TOÀN CẦU,Thỏa thuận,Không yêu cầu,Khác,,Marketin...
"Customer Success Manager, 20 - 30M, Nghỉ T7 & CN",CÔNG TY TNHH CNV HOLDINGS,"Hà Nội
1 năm",Không yêu cầu,Khác,,Marke...
Lập Trình Viên C/C++ Talent,"Pro
FPT SOFTWARE",Thỏa thuận,Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Nhân Viên Thiết Kế,CÔNG TY CỔ PHẦN XUẤT NHẬP KHẨU THƯƠNG MẠI ĐÀI LINH,"Hà Nội
2 năm",Không yêu cầu,Khác,,Bán lẻ -...
Graphic Designer,CÔNG TY CỔ PHẦN MIFAS,"Hà Nội
2 năm",Không yêu cầu,Khác,,Thiết kế...
Nhân Viên Thiết Kế (Graphic Design),CÔNG TY TNHH SINH HỌC THỐNG NHẤT,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,Marketin...
Nhân Viên Thiết Kế Graphic Design Mỹ Phẩm,CÔNG TY CỔ PHẦN VINAAURA,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,Dưới 1 n...
Kỹ Sư IT,CÔNG TY TNHH BASIC INTERNATIONAL VIỆT NAM,"Thanh Hóa
1 năm",Không yêu cầu,Khác,,
Full Stack Developer (M/F/D) SENIOR,CÔNG TY TNHH TƯ VẤN VÀ PHÁT TRIỂN PHẦN MỀM DEVILINK,"Cao Bằng & 31 nơi khác
4 năm",Không yêu cầu,Khác,,"Nghỉ thứ..., IT - Phần mềm"
Reporting Engineer Power BI Microsoft Fabric,CÔNG TY TNHH TƯ VẤN VÀ PHÁT TRIỂN PHẦN MỀM DEVILINK,"Lào Cai (mới) & 31 nơi khác
3 năm",Không yêu cầu,Khác,,"Data Analyst, Nghỉ thứ 7, Tiếng..., IT - Phần mềm"
Backend Developer,CÔNG TY CỔ PHẦN METAFORCE,"Hà Nội
1 năm",Không yêu cầu,Khác,,"Nghỉ thứ 7, IT - Phần mềm"
Chuyên Viên AI (AI Engineer),CÔNG TY CỔ PHẦN VIỄN THÔNG ACT,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,Viễn ...
Software Tester (Automation & Manual),"TEQNOLOGICAL ASIA CO., LTD","Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,IT ...
Nhân Viên Phân Tích Nghiệp Vụ,CÔNG TY TNHH KHOA HỌC VÀ KỸ THUẬT REECO,"Hồ Chí Minh (mới)
1 năm",Không yêu cầu,Khác,,IT...
Lập Trình Viên .Net Thu Nhập 10 - 20 Triệu,CÔNG TY CỔ PHẦN PHÁT TRIỂN ERP VIỆT NAM,"Hà Nội
1 năm",Không yêu cầu,Khác,,"1 năm kinh..., IT - Phần mềm"
"IT Helpdesk [Hà Nội] - Thu Nhập Upto 16 Triệu, Từ 2 Năm Kinh Nghiệm",CÔNG TY CỔ PHẦN TƯ VẤN VÀ XÂY DỰNG KM VIỆT NAM,"Hà Nội
2 năm",Không yêu cầu,Khác,,
App Mobile Tester,CÔNG TY CỔ PHẦN TIN HỌC AMOBI LAB,"Hà Nội
Dưới 1 năm",Không yêu cầu,Khác,,IT ...
AI Engineer,CÔNG TY TNHH KHOA HỌC VÀ KỸ THUẬT REECO,"Hồ Chí Minh (mới)
3 năm",Không yêu cầu,Khác,,AI Engineer
Fresher Business Analyst (Chuyên Ngành Kế Toán/Kiểm Toán),CÔNG TY CỔ PHẦN MISA,Thỏa thuận,Không yêu cầu,Khác,,Tà...
"Nhân Viên Nữ Thiết Kế Fulltime (Ưu Tiên Sinh Viên Mới Ra Trường , Thu Nhập Từ 8-15 Triệu Trở Lên) - Bình Tân TPHCM",CÔNG TY TNHH THIẾT KẾ HOA VIỆT,"Hồ Chí Minh (mới)
Dưới 1 năm",Không yêu cầu,Khác,,Tuổi 18 ...
Tester,CÔNG TY CỔ PHẦN METAFORCE,"Hà Nội
1 năm",Không yêu cầu,Khác,,IT ...
Kỹ Sư AI / AI Engineer Từ 2 Năm Kinh Nghiệm,CÔNG TY CỔ PHẦN DATA IMPACT,"Hà Nội
2 năm",Không yêu cầu,Khác,,"2 năm ..., AI Engineer, Nghỉ thứ 7, IT - Phần mềm"
Chuyên Viên Quản Trị Mạng Kết Nối (All Level) - Network Administrator - Khối Công Nghệ Thông Tin (HO26.62),"Pro
NGÂN HÀNG TMCP QUÂN ĐỘI – MBBANK","Hà Nội
1 năm",Không yêu cầu,Khác,,An ninh mạng
